Level,Total,Next level,Difference
569,"490,669,560,000","3,688,320,000","40,800,000"
570,"494,357,880,000","3,729,120,000","40,800,000"
571,"498,087,000,000","3,769,920,000","40,800,000"
572,"501,856,920,000","3,810,720,000","40,800,000"
573,"505,667,640,000","3,851,520,000","40,800,000"
574,"509,519,160,000","3,892,320,000","40,800,000"
575,"513,411,480,000","3,933,120,000","40,800,000"
576,"517,344,600,000","3,973,920,000","40,800,000"
577,"521,318,520,000","4,014,720,000","40,800,000"
578,"525,333,240,000","4,055,520,000","40,800,000"
579,"529,388,760,000","4,096,320,000","40,800,000"
580,"533,485,080,000","4,137,120,000","40,800,000"
581,"537,622,200,000","4,177,920,000","40,800,000"
582,"541,800,120,000","4,218,720,000","40,800,000"
583,"546,018,840,000","4,259,520,000","40,800,000"
584,"550,278,360,000","4,300,320,000","40,800,000"
585,"554,578,680,000","4,341,120,000","40,800,000"
586,"558,919,800,000","4,381,920,000","40,800,000"
587,"563,301,720,000","4,422,720,000","40,800,000"
588,"567,724,440,000","4,463,520,000","40,800,000"
589,"572,187,960,000","4,504,320,000","40,800,000"
590,"576,692,280,000","4,545,120,000","40,800,000"
591,"581,237,400,000","4,585,920,000","40,800,000"
592,"585,823,320,000","4,626,720,000","40,800,000"
593,"590,450,040,000","4,667,520,000","40,800,000"
594,"595,117,560,000","4,708,320,000","40,800,000"
595,"599,825,880,000","4,749,120,000","40,800,000"
596,"604,575,000,000","4,789,920,000","40,800,000"
597,"609,364,920,000","4,830,720,000","40,800,000"
598,"614,195,640,000","4,871,520,000","40,800,000"
599,"619,067,160,000","4,912,320,000","40,800,000"
600,"623,979,480,000","4,973,520,000","61,200,000"
601,"628,953,000,000","5,034,720,000","61,200,000"
602,"633,987,720,000","5,095,920,000","61,200,000"
603,"639,083,640,000","5,157,120,000","61,200,000"
604,"644,240,760,000","5,218,320,000","61,200,000"
605,"649,459,080,000","5,279,520,000","61,200,000"
606,"654,738,600,000","5,340,720,000","61,200,000"
607,"660,079,320,000","5,401,920,000","61,200,000"
608,"665,481,240,000","5,463,120,000","61,200,000"
609,"670,944,360,000","5,524,320,000","61,200,000"
610,"676,468,680,000","5,585,520,000","61,200,000"
611,"682,054,200,000","5,646,720,000","61,200,000"
612,"687,700,920,000","5,707,920,000","61,200,000"
613,"693,408,840,000","5,769,120,000","61,200,000"
614,"699,177,960,000","5,830,320,000","61,200,000"
615,"705,008,280,000","5,891,520,000","61,200,000"
616,"710,899,800,000","5,952,720,000","61,200,000"
617,"716,852,520,000","6,013,920,000","61,200,000"
618,"722,866,440,000","6,075,120,000","61,200,000"
619,"728,941,560,000","6,136,320,000","61,200,000"
620,"735,077,880,000","6,197,520,000","61,200,000"
621,"741,275,400,000","6,258,720,000","61,200,000"
622,"747,534,120,000","6,319,920,000","61,200,000"
623,"753,854,040,000","6,381,120,000","61,200,000"
624,"760,235,160,000","6,442,320,000","61,200,000"
625,"766,677,480,000","6,503,520,000","61,200,000"
626,"773,181,000,000","6,564,720,000","61,200,000"
627,"779,745,720,000","6,625,920,000","61,200,000"
628,"786,371,640,000","6,687,120,000","61,200,000"
629,"793,058,760,000","6,748,320,000","61,200,000"
630,"799,807,080,000","6,809,520,000","61,200,000"
631,"806,616,600,000","6,870,720,000","61,200,000"
632,"813,487,320,000","6,931,920,000","61,200,000"
633,"820,419,240,000","6,993,120,000","61,200,000"
634,"827,412,360,000","7,054,320,000","61,200,000"
635,"834,466,680,000","7,115,520,000","61,200,000"
636,"841,582,200,000","7,176,720,000","61,200,000"
637,"848,758,920,000","7,237,920,000","61,200,000"
638,"855,996,840,000","7,299,120,000","61,200,000"
639,"863,295,960,000","7,360,320,000","61,200,000"
640,"870,656,280,000","7,421,520,000","61,200,000"
641,"878,077,800,000","7,482,720,000","61,200,000"
642,"885,560,520,000","7,543,920,000","61,200,000"
643,"893,104,440,000","7,605,120,000","61,200,000"
644,"900,709,560,000","7,666,320,000","61,200,000"
645,"908,375,880,000","7,727,520,000","61,200,000"
646,"916,103,400,000","7,788,720,000","61,200,000"
647,"923,892,120,000","7,849,920,000","61,200,000"
648,"931,742,040,000","7,911,120,000","61,200,000"
649,"939,653,160,000","7,972,320,000","61,200,000"
650,"947,625,480,000","8,053,920,000","81,600,000"
651,"955,679,400,000","8,135,520,000","81,600,000"
652,"963,814,920,000","8,217,120,000","81,600,000"
653,"972,032,040,000","8,298,720,000","81,600,000"
654,"980,330,760,000","8,380,320,000","81,600,000"
655,"988,711,080,000","8,461,920,000","81,600,000"
656,"997,173,000,000","8,543,520,000","81,600,000"
657,"1,005,716,520,000","8,625,120,000","81,600,000"
658,"1,014,341,640,000","8,706,720,000","81,600,000"
659,"1,023,048,360,000","8,788,320,000","81,600,000"
660,"1,031,836,680,000","8,869,920,000","81,600,000"
661,"1,040,706,600,000","8,951,520,000","81,600,000"
662,"1,049,658,120,000","9,033,120,000","81,600,000"
663,"1,058,691,240,000","9,114,720,000","81,600,000"
664,"1,067,805,960,000","9,196,320,000","81,600,000"
665,"1,077,002,280,000","9,277,920,000","81,600,000"
666,"1,086,280,200,000","9,359,520,000","81,600,000"
667,"1,095,639,720,000","9,441,120,000","81,600,000"
668,"1,105,080,840,000","9,522,720,000","81,600,000"
669,"1,114,603,560,000","9,604,320,000","81,600,000"
670,"1,124,207,880,000","9,685,920,000","81,600,000"
671,"1,133,893,800,000","9,767,520,000","81,600,000"
672,"1,143,661,320,000","9,849,120,000","81,600,000"
673,"1,153,510,440,000","9,930,720,000","81,600,000"
674,"1,163,441,160,000","10,012,320,000","81,600,000"
675,"1,173,453,480,000","10,093,920,000","81,600,000"
676,"1,183,547,400,000","10,175,520,000","81,600,000"
677,"1,193,722,920,000","10,257,120,000","81,600,000"
678,"1,203,980,040,000","10,338,720,000","81,600,000"
679,"1,214,318,760,000","10,420,320,000","81,600,000"
680,"1,224,739,080,000","10,501,920,000","81,600,000"
681,"1,235,241,000,000","10,583,520,000","81,600,000"
682,"1,245,824,520,000","10,665,120,000","81,600,000"
683,"1,256,489,640,000","10,746,720,000","81,600,000"
684,"1,267,236,360,000","10,828,320,000","81,600,000"
685,"1,278,064,680,000","10,909,920,000","81,600,000"
686,"1,288,974,600,000","10,991,520,000","81,600,000"
687,"1,299,966,120,000","11,073,120,000","81,600,000"
688,"1,311,039,240,000","11,154,720,000","81,600,000"
689,"1,322,193,960,000","11,236,320,000","81,600,000"
690,"1,333,430,280,000","11,317,920,000","81,600,000"
691,"1,344,748,200,000","11,399,520,000","81,600,000"
692,"1,356,147,720,000","11,481,120,000","81,600,000"
693,"1,367,628,840,000","11,562,720,000","81,600,000"
694,"1,379,191,560,000","11,644,320,000","81,600,000"
695,"1,390,835,880,000","11,725,920,000","81,600,000"
696,"1,402,561,800,000","11,807,520,000","81,600,000"
697,"1,414,369,320,000","11,889,120,000","81,600,000"
698,"1,426,258,440,000","11,970,720,000","81,600,000"
699,"1,438,229,160,000","12,052,320,000","81,600,000"
700,"1,450,281,480,000","12,154,320,000","102,000,000"
701,"1,462,435,800,000","12,256,320,000","102,000,000"
702,"1,474,692,120,000","12,358,320,000","102,000,000"
703,"1,487,050,440,000","12,460,320,000","102,000,000"
704,"1,499,510,760,000","12,562,320,000","102,000,000"
705,"1,512,073,080,000","12,664,320,000","102,000,000"
706,"1,524,737,400,000","12,766,320,000","102,000,000"
707,"1,537,503,720,000","12,868,320,000","102,000,000"
708,"1,550,372,040,000","12,970,320,000","102,000,000"
709,"1,563,342,360,000","13,072,320,000","102,000,000"
710,"1,576,414,680,000","13,174,320,000","102,000,000"
711,"1,589,589,000,000","13,276,320,000","102,000,000"
712,"1,602,865,320,000","13,378,320,000","102,000,000"
713,"1,616,243,640,000","13,480,320,000","102,000,000"
714,"1,629,723,960,000","13,582,320,000","102,000,000"
715,"1,643,306,280,000","13,684,320,000","102,000,000"
716,"1,656,990,600,000","13,786,320,000","102,000,000"
717,"1,670,776,920,000","13,888,320,000","102,000,000"
718,"1,684,665,240,000","13,990,320,000","102,000,000"
719,"1,698,655,560,000","14,092,320,000","102,000,000"
720,"1,712,747,880,000","14,194,320,000","102,000,000"
721,"1,726,942,200,000","14,296,320,000","102,000,000"
722,"1,741,238,520,000","14,398,320,000","102,000,000"
723,"1,755,636,840,000","14,500,320,000","102,000,000"
724,"1,770,137,160,000","14,602,320,000","102,000,000"
725,"1,784,739,480,000","14,704,320,000","102,000,000"
726,"1,799,443,800,000","14,806,320,000","102,000,000"
727,"1,814,250,120,000","14,908,320,000","102,000,000"
728,"1,829,158,440,000","15,010,320,000","102,000,000"
729,"1,844,168,760,000","15,112,320,000","102,000,000"
730,"1,859,281,080,000","15,214,320,000","102,000,000"
731,"1,874,495,400,000","15,316,320,000","102,000,000"
732,"1,889,811,720,000","15,418,320,000","102,000,000"
733,"1,905,230,040,000","15,520,320,000","102,000,000"
734,"1,920,750,360,000","15,622,320,000","102,000,000"
735,"1,936,372,680,000","15,724,320,000","102,000,000"
736,"1,952,097,000,000","15,826,320,000","102,000,000"
737,"1,967,923,320,000","15,928,320,000","102,000,000"
738,"1,983,851,640,000","16,030,320,000","102,000,000"
739,"1,999,881,960,000","16,132,320,000","102,000,000"
740,"2,016,014,280,000","16,234,320,000","102,000,000"
741,"2,032,248,600,000","16,336,320,000","102,000,000"
742,"2,048,584,920,000","16,438,320,000","102,000,000"
743,"2,065,023,240,000","16,540,320,000","102,000,000"
744,"2,081,563,560,000","16,642,320,000","102,000,000"
745,"2,098,205,880,000","16,744,320,000","102,000,000"
746,"2,114,950,200,000","16,846,320,000","102,000,000"
747,"2,131,796,520,000","16,948,320,000","102,000,000"
748,"2,148,744,840,000","17,050,320,000","102,000,000"
749,"2,165,795,160,000","17,152,320,000","102,000,000"
750,"2,182,947,480,000","17,274,720,000","122,400,000"
751,"2,200,222,200,000","17,397,120,000","122,400,000"
752,"2,217,619,320,000","17,519,520,000","122,400,000"
753,"2,235,138,840,000","17,641,920,000","122,400,000"
754,"2,252,780,760,000","17,764,320,000","122,400,000"
755,"2,270,545,080,000","17,886,720,000","122,400,000"
756,"2,288,431,800,000","18,009,120,000","122,400,000"
757,"2,306,440,920,000","18,131,520,000","122,400,000"
758,"2,324,572,440,000","18,253,920,000","122,400,000"
759,"2,342,826,360,000","18,376,320,000","122,400,000"
760,"2,361,202,680,000","18,498,720,000","122,400,000"
761,"2,379,701,400,000","18,621,120,000","122,400,000"
762,"2,398,322,520,000","18,743,520,000","122,400,000"
763,"2,417,066,040,000","18,865,920,000","122,400,000"
764,"2,435,931,960,000","18,988,320,000","122,400,000"
765,"2,454,920,280,000","19,110,720,000","122,400,000"
766,"2,474,031,000,000","19,233,120,000","122,400,000"
767,"2,493,264,120,000","19,355,520,000","122,400,000"
768,"2,512,619,640,000","19,477,920,000","122,400,000"
769,"2,532,097,560,000","19,600,320,000","122,400,000"
770,"2,551,697,880,000","19,722,720,000","122,400,000"
771,"2,571,420,600,000","19,845,120,000","122,400,000"
772,"2,591,265,720,000","19,967,520,000","122,400,000"
773,"2,611,233,240,000","20,089,920,000","122,400,000"
774,"2,631,323,160,000","20,212,320,000","122,400,000"
775,"2,651,535,480,000","20,334,720,000","122,400,000"
776,"2,671,870,200,000","20,457,120,000","122,400,000"
777,"2,692,327,320,000","20,579,520,000","122,400,000"
778,"2,712,906,840,000","20,701,920,000","122,400,000"
779,"2,733,608,760,000","20,824,320,000","122,400,000"
780,"2,754,433,080,000","20,946,720,000","122,400,000"
781,"2,775,379,800,000","21,069,120,000","122,400,000"
782,"2,796,448,920,000","21,191,520,000","122,400,000"
783,"2,817,640,440,000","21,313,920,000","122,400,000"
784,"2,838,954,360,000","21,436,320,000","122,400,000"
785,"2,860,390,680,000","21,558,720,000","122,400,000"
786,"2,881,949,400,000","21,681,120,000","122,400,000"
787,"2,903,630,520,000","21,803,520,000","122,400,000"
788,"2,925,434,040,000","21,925,920,000","122,400,000"
789,"2,947,359,960,000","22,048,320,000","122,400,000"
790,"2,969,408,280,000","22,170,720,000","122,400,000"
791,"2,991,579,000,000","22,293,120,000","122,400,000"
792,"3,013,872,120,000","22,415,520,000","122,400,000"
793,"3,036,287,640,000","22,537,920,000","122,400,000"
794,"3,058,825,560,000","22,660,320,000","122,400,000"
795,"3,081,485,880,000","22,782,720,000","122,400,000"
796,"3,104,268,600,000","22,905,120,000","122,400,000"
797,"3,127,173,720,000","23,027,520,000","122,400,000"
798,"3,150,201,240,000","23,149,920,000","122,400,000"
799,"3,173,351,160,000","23,272,320,000","122,400,000"
800,"3,196,623,480,000","23,394,720,000","122,400,000"
801,"3,220,018,200,000","23,517,120,000","122,400,000"
802,"3,243,535,320,000","23,639,520,000","122,400,000"
803,"3,267,174,840,000","23,761,920,000","122,400,000"
804,"3,290,936,760,000","23,884,320,000","122,400,000"
805,"3,314,821,080,000","24,006,720,000","122,400,000"
806,"3,338,827,800,000","24,129,120,000","122,400,000"
807,"3,362,956,920,000","24,251,520,000","122,400,000"
808,"3,387,208,440,000","24,373,920,000","122,400,000"
809,"3,411,582,360,000","24,496,320,000","122,400,000"
810,"3,436,078,680,000","24,618,720,000","122,400,000"
811,"3,460,697,400,000","24,741,120,000","122,400,000"
812,"3,485,438,520,000","24,863,520,000","122,400,000"
813,"3,510,302,040,000","24,985,920,000","122,400,000"
814,"3,535,287,960,000","25,108,320,000","122,400,000"
815,"3,560,396,280,000","25,230,720,000","122,400,000"
816,"3,585,627,000,000","25,353,120,000","122,400,000"
817,"3,610,980,120,000","25,475,520,000","122,400,000"
818,"3,636,455,640,000","25,597,920,000","122,400,000"
819,"3,662,053,560,000","25,720,320,000","122,400,000"
820,"3,687,773,880,000","25,842,720,000","122,400,000"
821,"3,713,616,600,000","25,965,120,000","122,400,000"
822,"3,739,581,720,000","26,087,520,000","122,400,000"
823,"3,765,669,240,000","26,209,920,000","122,400,000"
824,"3,791,879,160,000","26,332,320,000","122,400,000"
825,"3,818,211,480,000","26,454,720,000","122,400,000"
826,"3,844,666,200,000","26,577,120,000","122,400,000"
827,"3,871,243,320,000","26,699,520,000","122,400,000"
828,"3,897,942,840,000","26,821,920,000","122,400,000"
829,"3,924,764,760,000","26,944,320,000","122,400,000"
830,"3,951,709,080,000","27,066,720,000","122,400,000"
831,"3,978,775,800,000","27,189,120,000","122,400,000"
832,"4,005,964,920,000","27,311,520,000","122,400,000"
833,"4,033,276,440,000","27,433,920,000","122,400,000"
834,"4,060,710,360,000","27,556,320,000","122,400,000"
835,"4,088,266,680,000","27,678,720,000","122,400,000"
836,"4,115,945,400,000","27,801,120,000","122,400,000"
837,"4,143,746,520,000","27,923,520,000","122,400,000"
838,"4,171,670,040,000","28,045,920,000","122,400,000"
839,"4,199,715,960,000","28,168,320,000","122,400,000"
840,"4,227,884,280,000","28,290,720,000","122,400,000"
841,"4,256,175,000,000","28,413,120,000","122,400,000"
842,"4,284,588,120,000","28,535,520,000","122,400,000"
843,"4,313,123,640,000","28,657,920,000","122,400,000"
844,"4,341,781,560,000","28,780,320,000","122,400,000"
845,"4,370,561,880,000","28,902,720,000","122,400,000"
846,"4,399,464,600,000","29,025,120,000","122,400,000"
847,"4,428,489,720,000","29,147,520,000","122,400,000"
848,"4,457,637,240,000","29,269,920,000","122,400,000"
849,"4,486,907,160,000","29,392,320,000","122,400,000"
850,"4,516,299,480,000","29,514,720,000","122,400,000"
851,"4,545,814,200,000","29,637,120,000","122,400,000"
852,"4,575,451,320,000","29,759,520,000","122,400,000"
853,"4,605,210,840,000","29,881,920,000","122,400,000"
854,"4,635,092,760,000","30,004,320,000","122,400,000"
855,"4,665,097,080,000","30,126,720,000","122,400,000"
856,"4,695,223,800,000","30,249,120,000","122,400,000"
857,"4,725,472,920,000","30,371,520,000","122,400,000"
858,"4,755,844,440,000","30,493,920,000","122,400,000"
859,"4,786,338,360,000","30,616,320,000","122,400,000"
860,"4,816,954,680,000","30,738,720,000","122,400,000"
861,"4,847,693,400,000","30,861,120,000","122,400,000"
862,"4,878,554,520,000","30,983,520,000","122,400,000"
863,"4,909,538,040,000","31,105,920,000","122,400,000"
864,"4,940,643,960,000","31,228,320,000","122,400,000"
865,"4,971,872,280,000","31,350,720,000","122,400,000"
866,"5,003,223,000,000","31,473,120,000","122,400,000"
867,"5,034,696,120,000","31,595,520,000","122,400,000"
868,"5,066,291,640,000","31,717,920,000","122,400,000"
869,"5,098,009,560,000","31,840,320,000","122,400,000"
870,"5,129,849,880,000","31,962,720,000","122,400,000"
871,"5,161,812,600,000","32,085,120,000","122,400,000"
872,"5,193,897,720,000","32,207,520,000","122,400,000"
873,"5,226,105,240,000","32,329,920,000","122,400,000"
874,"5,258,435,160,000","32,452,320,000","122,400,000"
875,"5,290,887,480,000","32,574,720,000","122,400,000"
876,"5,323,462,200,000","32,697,120,000","122,400,000"
877,"5,356,159,320,000","32,819,520,000","122,400,000"
878,"5,388,978,840,000","32,941,920,000","122,400,000"
879,"5,421,920,760,000","33,064,320,000","122,400,000"
880,"5,454,985,080,000","33,186,720,000","122,400,000"
881,"5,488,171,800,000","33,309,120,000","122,400,000"
882,"5,521,480,920,000","33,431,520,000","122,400,000"
883,"5,554,912,440,000","33,553,920,000","122,400,000"
884,"5,588,466,360,000","33,676,320,000","122,400,000"
885,"5,622,142,680,000","33,798,720,000","122,400,000"
886,"5,655,941,400,000","33,921,120,000","122,400,000"
